Block,Location Description,Latitude,Longitude,X Coordinate,Y Coordinate,Community Area,Ward,District,Beat,LocationID
046XX S ALBANY AVE,RESIDENCE,41.809524073,-87.701576892,1156481.0,1873814.0,58,14,9,922,160460
066XX N FAIRFIELD AVE,APARTMENT,42.001672349,-87.698531819,1156793.0,1943839.0,2,50,24,2412,666065
044XX W 59TH ST,RESIDENTIAL YARD (FRONT/BACK),41.785818718,-87.734326044,1147613.0,1865112.0,62,13,8,813,699405
074XX S PHILLIPS AVE,STREET,41.75965263,-87.564774781,1193939.0,1855945.0,43,7,3,334,717642
067XX S ARTESIAN AVE,RESIDENCE PORCH/HALLWAY,41.771204492,-87.684642775,1161203.0,1859885.0,66,15,8,832,666013
063XX S CALIFORNIA AVE,STREET,41.7783447,-87.693369896,1158803.0,1862469.0,66,15,8,825,725967
055XX N SHERIDAN RD,LAKEFRONT/WATERFRONT/RIVERBANK,41.982310958,-87.655151394,1168640.0,1936874.0,77,48,20,2023,690847
008XX S STATE ST,OTHER,41.870852406,-87.627501766,1176492.0,1896319.0,32,2,1,123,619931
014XX W LAKE ST,SIDEWALK,41.885397499,-87.663334805,1166691.0,1901541.0,28,27,12,1224,727303
041XX W WASHINGTON BLVD,STREET,41.882004418,-87.728897024,1148847.0,1900172.0,26,28,11,1114,183066
034XX N LINCOLN AVE,RESIDENCE,41.943842431,-87.671567097,1164285.0,1922821.0,6,32,19,1922,230082
061XX N CALIFORNIA AVE,OTHER,41.993019696,-87.699485951,1156557.0,1940684.0,2,50,24,2413,198455
001XX E RANDOLPH ST,SIDEWALK,41.884457946,-87.624315012,1177319.0,1901284.0,32,42,1,124,94385
063XX S RHODES AVE,SIDEWALK,41.779665658,-87.612007721,1180991.0,1863126.0,42,20,3,312,145317
066XX W PALATINE AVE,DRIVEWAY - RESIDENTIAL,41.995510862,-87.792716889,1131207.0,1941418.0,10,41,16,1611,752477
020XX W NORTH AVE,CTA TRAIN,41.910459292,-87.678807803,1162408.0,1910641.0,24,1,14,1424,549349
054XX S LOCKWOOD AVE,RESIDENTIAL YARD (FRONT/BACK),41.794072506,-87.755009114,1141952.0,1868081.0,56,23,8,814,353668
013XX W RANDOLPH ST,STREET,41.884086926,-87.659782676,1167662.0,1901071.0,28,27,12,1224,496600
030XX N AVERS AVE,RESIDENCE,41.936123388,-87.722656467,1150406.0,1919905.0,21,30,25,2523,432349
031XX N MAJOR AVE,RESIDENCE PORCH/HALLWAY,41.937174961,-87.768878905,1137827.0,1920202.0,19,30,25,2514,753981
011XX W HUBBARD ST,STREET,41.889997561,-87.656437232,1168556.0,1903232.0,24,27,12,1323,72619
015XX W MONROE ST,SMALL RETAIL STORE,41.880194,-87.665148099,1166212.0,1899641.0,28,2,12,1224,442894
004XX E 89TH PL,RESIDENTIAL YARD (FRONT/BACK),41.731955455,-87.613234183,1180802.0,1845738.0,44,6,6,633,529387
047XX N MALDEN ST,APARTMENT,41.968075029,-87.662792743,1166603.0,1931670.0,3,46,19,1913,136685
041XX W ARTHINGTON ST,RESIDENTIAL YARD (FRONT/BACK),41.869985929,-87.728628421,1148951.0,1895793.0,26,24,11,1132,354351
027XX N MARSHFIELD AVE,STREET,41.931215751,-87.669573467,1164863.0,1918224.0,7,32,19,1931,666931
071XX S DR MARTIN LUTHER KING JR DR,SIDEWALK,41.765067169,-87.61525763,1180149.0,1857799.0,69,6,3,323,73268
038XX N RECREATION DR,PARK PROPERTY,41.952471604,-87.644277333,1171684.0,1926024.0,6,46,19,1925,50611
054XX N SHERIDAN RD,PARKING LOT/GARAGE(NON.RESID.),41.980507721,-87.65510065,1168659.0,1936217.0,77,48,20,2023,67403
093XX S MAY ST,STREET,41.724344724,-87.651808457,1170295.0,1842879.0,73,21,22,2222,429890
029XX W 64TH ST,APARTMENT,41.777244966,-87.69646412,1157962.0,1862062.0,66,15,8,823,292453
005XX S CALIFORNIA AVE,RESIDENCE,41.874576918,-87.696119286,1157793.0,1897530.0,27,2,11,1135,504116
015XX S ST LOUIS AVE,STREET,41.859830057,-87.712795927,1153290.0,1892123.0,29,24,10,1021,24774
113XX S FOREST AVE,STREET,41.688489726,-87.615681503,1180266.0,1829894.0,49,9,5,531,556434
077XX S SOUTH CHICAGO AVE,OTHER,41.754354518,-87.589546782,1187197.0,1853955.0,43,5,4,411,408056
055XX S BISHOP ST,RESIDENCE,41.793140426,-87.660919051,1167612.0,1867928.0,67,16,7,713,140013
039XX S LOOMIS ST,PARKING LOT/GARAGE(NON.RESID.),41.822831148,-87.660513105,1167638.0,1878748.0,61,11,9,921,94720
049XX N WINCHESTER AVE,VEHICLE NON-COMMERCIAL,41.971482047,-87.677775247,1162519.0,1932880.0,4,47,20,2032,746997
111XX S ESMOND ST,STREET,41.690229932,-87.669138653,1165660.0,1830411.0,75,19,22,2212,14384
008XX N CAMBRIDGE AVE,SIDEWALK,41.89750083,-87.64178687,1172523.0,1905998.0,8,27,18,1823,75834
001XX E PERSHING RD,SIDEWALK,41.823761102,-87.622633324,1177960.0,1879170.0,35,3,2,212,467692
039XX N SACRAMENTO AVE,RESIDENCE,41.952680547,-87.70309148,1155685.0,1925977.0,16,33,17,1733,236102
049XX W BELDEN AVE,STREET,41.922374012,-87.750486116,1142868.0,1914842.0,19,31,25,2522,448911
068XX S MERRILL AVE,ALLEY,41.770671937,-87.572755746,1191726.0,1859941.0,43,5,3,331,727201
048XX N LINCOLN AVE,PARKING LOT/GARAGE(NON.RESID.),41.970468347,-87.689707377,1159277.0,1932486.0,4,47,20,2031,563568
087XX S CALUMET AVE,SIDEWALK,41.736114753,-87.616133475,1179998.0,1847247.0,44,6,6,632,414201
053XX N WASHTENAW AVE,RESIDENTIAL YARD (FRONT/BACK),41.977995471,-87.696556719,1157394.0,1935215.0,4,40,20,2011,65601
014XX N SEDGWICK ST,BAR OR TAVERN,41.908128601,-87.638498105,1173387.0,1909878.0,8,27,18,1821,36522
016XX E 67TH ST,APARTMENT,41.773351649,-87.584649543,1188473.0,1860889.0,43,5,3,332,291324
090XX S BALTIMORE AVE,SIDEWALK,41.731383546,-87.548530417,1198465.0,1845684.0,46,10,4,424,549726
091XX S KINGSTON AVE,STREET,41.729477947,-87.562156144,1194752.0,1844956.0,48,7,4,423,717010
039XX S WENTWORTH AVE,CTA PLATFORM,41.823556849,-87.631367455,1175580.0,1879076.0,37,3,9,925,243818
039XX N WOLCOTT AVE,OTHER,41.952683958,-87.676287863,1162976.0,1926033.0,5,47,19,1922,677315
131XX S BUFFALO AVE,ALLEY,41.656549873,-87.543515111,1200084.0,1818428.0,55,10,4,433,99523
013XX W ERIE ST,STREET,41.893434212,-87.661256459,1167234.0,1904474.0,24,27,12,1215,490671
006XX S WOOD ST,STREET,41.873779359,-87.67155232,1164486.0,1897290.0,28,2,12,1231,704669
004XX E 83RD ST,APARTMENT,41.743818117,-87.614391486,1180450.0,1850058.0,44,6,6,632,54415
051XX N BROADWAY,STREET,41.975801964,-87.659854211,1167380.0,1934492.0,3,46,20,2033,486664
034XX W MADISON ST,PARKING LOT/GARAGE(NON.RESID.),41.880902651,-87.712191823,1153399.0,1899803.0,27,28,11,1123,666185
029XX E 78TH ST,RESIDENCE,41.75486998,-87.552257459,1197370.0,1854233.0,43,7,4,421,438373
029XX W BELMONT AVE,SMALL RETAIL STORE,41.939368433,-87.701109172,1156260.0,1921130.0,21,33,17,1733,391909
085XX S COTTAGE GROVE AVE,PARKING LOT/GARAGE(NON.RESID.),41.739817594,-87.604913162,1183049.0,1848622.0,44,8,6,632,679314
081XX S SOUTH SHORE DR,RESIDENCE,41.747645176,-87.547965939,1198565.0,1851611.0,46,7,4,422,409905
060XX S DR MARTIN LUTHER KING JR DR,STREET,41.784782418,-87.615738011,1179958.0,1864982.0,42,20,3,313,234250
063XX S TALMAN AVE,STREET,41.778195286,-87.689712442,1159801.0,1862422.0,66,15,8,825,291135
019XX W OGDEN AVE,STREET,41.874574262,-87.674253889,1163748.0,1897574.0,28,2,12,1225,294950
042XX S RICHMOND ST,STREET,41.816711588,-87.698138603,1157399.0,1876440.0,58,14,9,921,300955
064XX S PEORIA ST,RESIDENCE,41.777142114,-87.647147267,1171414.0,1862128.0,68,16,7,723,53
075XX N HOYNE AVE,APARTMENT,42.018355045,-87.682987051,1160972.0,1949950.0,1,49,24,2424,79504
011XX N DAMEN AVE,SIDEWALK,41.902840627,-87.677247286,1162854.0,1907868.0,24,1,12,1212,437455
003XX N CANAL ST,CONSTRUCTION SITE,41.888099034,-87.639960193,1173048.0,1902576.0,28,42,12,1214,674024
068XX S EAST END AVE,STREET,41.770939329,-87.583794126,1188714.0,1860012.0,43,5,3,332,150188
019XX S SPAULDING AVE,SIDEWALK,41.854613418,-87.707773537,1154672.0,1890232.0,29,24,10,1022,41729
029XX N HAMLIN AVE,APARTMENT,41.93394722,-87.72214065,1150552.0,1919113.0,21,30,25,2523,558219
040XX W BELMONT AVE,STREET,41.93908486,-87.727924575,1148965.0,1920974.0,21,31,25,2523,251748
043XX S BERKELEY AVE,RESIDENCE-GARAGE,41.81620504,-87.600621898,1183983.0,1876467.0,39,4,2,222,621082
0000X S KARLOV AVE,OTHER,41.880405872,-87.728111568,1149065.0,1899591.0,26,28,11,1115,544814
076XX S CLYDE AVE,RESIDENCE,41.756596866,-87.573647633,1191528.0,1854810.0,43,8,4,414,261124
048XX W SHAKESPEARE AVE,SIDEWALK,41.919654876,-87.747328862,1143734.0,1913857.0,19,31,25,2522,723364
065XX S WOODLAWN AVE,RESIDENCE,41.776145311,-87.596103091,1185340.0,1861880.0,42,20,3,321,265776
048XX W VAN BUREN ST,APARTMENT,41.87496014,-87.746397116,1144099.0,1897572.0,25,24,15,1533,91523
073XX S DORCHESTER AVE,APARTMENT,41.7615614,-87.590874706,1186812.0,1856578.0,43,5,3,324,64583
071XX S WOLCOTT AVE,STREET,41.763969982,-87.671080134,1164923.0,1857277.0,67,17,7,735,618565
078XX S MARYLAND AVE,STREET,41.752279124,-87.603991687,1183262.0,1853165.0,69,6,6,624,380557
078XX S INDIANA AVE,RESIDENCE PORCH/HALLWAY,41.752326251,-87.61980107,1178948.0,1853146.0,69,6,6,623,715089
003XX W OAKDALE AVE,RESIDENCE,41.935606657,-87.63761555,1173546.0,1919893.0,6,44,19,1934,427797
034XX W POTOMAC AVE,RESIDENCE,41.904597614,-87.712917315,1153139.0,1908436.0,23,26,14,1422,747862
014XX W LUNT AVE,SIDEWALK,42.009105407,-87.666895147,1165371.0,1946613.0,1,49,24,2431,210165
047XX S HALSTED ST,APARTMENT,41.807681654,-87.645501003,1171774.0,1873260.0,61,11,9,935,454843
058XX S CLAREMONT AVE,RESIDENCE,41.787449357,-87.682462296,1161753.0,1865809.0,63,16,8,824,134059
045XX N MAGNOLIA AVE,SIDEWALK,41.964313223,-87.661001082,1167101.0,1930303.0,3,46,19,1913,714102
004XX W 57TH ST,CHA PARKING LOT/GROUNDS,41.790820507,-87.636348806,1174319.0,1867136.0,68,3,7,711,67720
132XX S VERNON AVE,SIDEWALK,41.654249656,-87.611469387,1181521.0,1817427.0,54,9,5,533,567262
034XX W LAWRENCE AVE,RESTAURANT,41.968382649,-87.715155932,1152362.0,1931675.0,14,33,17,1723,679667
069XX S CLAREMONT AVE,APARTMENT,41.767525923,-87.682003899,1161933.0,1858550.0,66,17,8,832,541147
013XX W 103RD ST,ATM (AUTOMATIC TELLER MACHINE),41.706768086,-87.657044306,1168916.0,1836463.0,72,21,22,2212,399968
059XX S LAFAYETTE AVE,CTA BUS,41.787021413,-87.627197364,1176826.0,1865772.0,40,20,2,232,576942
022XX W TOUHY AVE,ALLEY,42.01224271,-87.686688529,1159983.0,1947715.0,2,49,24,2411,740052
003XX N LEAVITT ST,PARKING LOT/GARAGE(NON.RESID.),41.88705088,-87.681690992,1161688.0,1902105.0,28,27,12,1223,659557
053XX S STATE ST,STREET,41.797704412,-87.625778181,1177181.0,1869668.0,40,3,2,225,170751
0000X E 114TH ST,RESIDENCE,41.687054721,-87.622349646,1178449.0,1829356.0,49,9,5,531,213709
028XX W WARREN BLVD,RESIDENTIAL YARD (FRONT/BACK),41.881984017,-87.697176735,1157485.0,1900227.0,27,2,12,1222,380945
005XX S PAULINA ST,SIDEWALK,41.87489589,-87.669110074,1165148.0,1897702.0,28,2,12,1231,637098
009XX N KEDVALE AVE,RESIDENCE,41.89804135,-87.729858776,1148544.0,1906014.0,23,37,11,1111,535770
055XX N LUNA AVE,APARTMENT,41.981639158,-87.767147599,1138191.0,1936408.0,11,45,16,1623,607481
047XX N WINCHESTER AVE,RESIDENTIAL YARD (FRONT/BACK),41.967510535,-87.677661529,1162561.0,1931433.0,4,47,19,1912,337018
059XX W ROSCOE ST,RESIDENCE,41.94213208,-87.774705209,1136230.0,1921998.0,15,38,16,1633,491323
005XX N BISHOP ST,RESIDENCE-GARAGE,41.891405173,-87.663896391,1166521.0,1903729.0,24,27,12,1215,483556
020XX W JACKSON BLVD,RESIDENCE,41.877481507,-87.677319464,1162905.0,1898627.0,28,2,12,1225,321250
033XX S WENTWORTH AVE,CTA PLATFORM,41.834112659,-87.631589714,1175488.0,1882922.0,34,11,9,915,36737
101XX S MICHIGAN AVE,ALLEY,41.710635178,-87.619885085,1179051.0,1837954.0,49,9,5,511,275531
016XX N LAKE SHORE DR,COMMERCIAL / BUSINESS OFFICE,41.911367051,-87.626401638,1176670.0,1911085.0,7,43,18,1814,293617
072XX S CLAREMONT AVE,RESIDENCE,41.762365791,-87.681854491,1161988.0,1856670.0,66,18,8,832,127989
036XX W FLOURNOY ST,STREET,41.872634256,-87.71678069,1152171.0,1896781.0,27,24,11,1133,228660
099XX S PEORIA ST,RESIDENCE,41.71326907,-87.645431722,1172068.0,1838857.0,73,34,22,2232,434758
020XX W 79TH ST,RESIDENCE,41.750214464,-87.674713976,1163970.0,1852257.0,71,18,6,611,306079
009XX N MOZART ST,APARTMENT,41.898476071,-87.698015846,1157212.0,1906235.0,24,26,12,1311,66104
016XX W 64TH ST,STREET,41.777630975,-87.665843533,1166313.0,1862266.0,67,15,7,725,125383
065XX S DORCHESTER AVE,VACANT LOT/LAND,41.776463414,-87.591802702,1186512.0,1862006.0,42,20,3,321,325675
056XX S PRAIRIE AVE,SIDEWALK,41.792210574,-87.619160878,1179002.0,1867681.0,40,20,2,231,470063
078XX S HALSTED ST,RESTAURANT,41.75183501,-87.644074597,1172326.0,1852913.0,71,17,6,621,733236
005XX W 103RD ST,OTHER,41.707000821,-87.636288063,1174583.0,1836593.0,73,9,22,2232,316294
010XX N CENTRAL PARK AVE,APARTMENT,41.899822519,-87.716460448,1152187.0,1906689.0,23,27,11,1121,225914
046XX S HONORE ST,RESIDENCE,41.809558102,-87.671076637,1164796.0,1873889.0,61,20,9,924,316316
050XX N SHERIDAN RD,STREET,41.973986588,-87.654945516,1168720.0,1933841.0,3,46,20,2024,301694
120XX S WENTWORTH AVE,RESIDENCE,41.675353781,-87.627394386,1177106.0,1825081.0,53,9,5,523,62055
002XX W GARFIELD BLVD,RESTAURANT,41.794527921,-87.632271055,1175420.0,1868496.0,37,3,9,935,130890
062XX W FULLERTON AVE,DRUG STORE,41.92372979,-87.78218924,1134237.0,1915279.0,19,29,25,2512,680236
040XX W 59TH ST,RESIDENCE-GARAGE,41.785921182,-87.724582627,1150270.0,1865168.0,62,13,8,813,606531
105XX S WABASH AVE,RESIDENTIAL YARD (FRONT/BACK),41.70252359,-87.622201235,1178443.0,1834993.0,49,9,5,512,534059
039XX N JANSSEN AVE,RESIDENCE,41.953449608,-87.665824606,1165820.0,1926334.0,6,47,19,1922,216152
001XX E 117TH ST,STREET,41.681569005,-87.619726687,1179182.0,1827363.0,53,9,5,532,685915
021XX W 103RD ST,STREET,41.706494005,-87.674585423,1164127.0,1836326.0,72,19,22,2213,457205
010XX W IRVING PARK RD,ALLEY,41.954479259,-87.655152427,1168720.0,1926732.0,6,44,19,1923,131886
057XX S CICERO AVE,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,41.788492935,-87.7414552,1145662.0,1866073.0,56,23,8,813,11300
032XX W JACKSON BLVD,APARTMENT,41.877316772,-87.70729514,1154742.0,1898506.0,27,28,11,1124,24073
012XX E 98TH ST,RESIDENCE,41.716758277,-87.593068153,1186354.0,1840247.0,50,8,5,511,262711
040XX S ELLIS AVE,APARTMENT,41.821500805,-87.603533201,1183173.0,1878390.0,36,4,2,214,166561
014XX W FULLER ST,RESIDENCE,41.842468066,-87.662678201,1166992.0,1885899.0,60,11,9,913,483162
048XX W GRACE ST,APARTMENT,41.949752489,-87.748740605,1143275.0,1924822.0,15,45,16,1634,306239
013XX W 81ST ST,APARTMENT,41.746797431,-87.657635764,1168640.0,1851048.0,71,21,6,613,491566
007XX N SPRINGFIELD AVE,SIDEWALK,41.894501209,-87.72361141,1150254.0,1904736.0,23,27,11,1112,234872
012XX S INDEPENDENCE BLVD,SIDEWALK,41.865670688,-87.720107687,1151283.0,1894237.0,29,24,10,1011,304809
028XX N MC VICKER AVE,SIDEWALK,41.931932974,-87.777208733,1135573.0,1918277.0,19,29,25,2511,413379
045XX N SHERIDAN RD,SIDEWALK,41.964106427,-87.654770894,1168796.0,1930241.0,3,46,19,1914,579381
032XX N OZARK AVE,RESIDENCE,41.938508034,-87.820209499,1123858.0,1920600.0,17,36,16,1631,714535
014XX S CHRISTIANA AVE,"SCHOOL, PUBLIC, BUILDING",41.861682108,-87.709191415,1154267.0,1892805.0,29,24,10,1021,183383
028XX E 76TH PL,RESIDENCE,41.756856019,-87.556587451,1196182.0,1854946.0,43,7,4,421,13124
005XX W ALDINE AVE,STREET,41.942252392,-87.643402299,1171952.0,1922302.0,6,44,19,1925,243577
046XX W PATTERSON AVE,STREET,41.947077087,-87.743416558,1144730.0,1923857.0,15,38,17,1731,506378
116XX S STEWART AVE,STREET,41.682574608,-87.632404024,1175716.0,1827701.0,53,34,5,522,682519
067XX S STONY ISLAND AVE,SIDEWALK,41.772786058,-87.586294803,1188026.0,1860679.0,43,5,3,332,102346
011XX N CLARK ST,GROCERY FOOD STORE,41.903478069,-87.631433102,1175324.0,1908199.0,8,42,18,1824,413383
006XX W WASHINGTON BLVD,RESTAURANT,41.883163417,-87.644732419,1171763.0,1900767.0,28,27,1,121,291499
030XX N HALSTED ST,SIDEWALK,41.936740755,-87.649154806,1170403.0,1920281.0,6,44,19,1933,438785
023XX W HARRISON ST,RESIDENCE,41.873918258,-87.684350564,1161000.0,1897314.0,28,2,12,1225,422511
026XX W 25TH ST,RESIDENCE,41.846497394,-87.691630454,1159092.0,1887307.0,30,12,10,1034,459531
058XX W 64TH ST,RESIDENCE-GARAGE,41.776120227,-87.767870001,1138488.0,1861516.0,64,13,8,812,311909
115XX S PRINCETON AVE,STREET,41.684500569,-87.630065744,1176349.0,1828408.0,53,34,5,522,361320
081XX S WESTERN AVE,PARKING LOT/GARAGE(NON.RESID.),41.746006585,-87.682752791,1161788.0,1850707.0,70,18,8,835,635804
005XX W 44TH PL,RESIDENCE,41.813552435,-87.639242462,1173463.0,1875413.0,61,11,9,925,712005
075XX S VERNON AVE,STREET,41.757843719,-87.613868453,1180550.0,1855170.0,69,6,6,624,323643
059XX W LAWRENCE AVE,SMALL RETAIL STORE,41.967674639,-87.775710268,1135896.0,1931304.0,15,45,16,1622,300603
056XX S RACINE AVE,APARTMENT,41.791872354,-87.654815667,1169280.0,1867479.0,67,16,7,713,90339
007XX N ARMOUR ST,SIDEWALK,41.895410913,-87.66563595,1166036.0,1905185.0,24,27,12,1215,479490
060XX N DAMEN AVE,APARTMENT,41.991164248,-87.679842939,1161902.0,1940048.0,2,40,24,2413,574141
048XX N SAWYER AVE,STREET,41.969805025,-87.709736633,1153832.0,1932204.0,14,39,17,1713,513475
023XX S MILLARD AVE,RESIDENCE,41.849326633,-87.716149364,1152404.0,1888289.0,30,22,10,1013,361152
059XX W 63RD ST,ALLEY,41.777876767,-87.770703255,1137711.0,1862151.0,64,13,8,812,150878
044XX S LAVERGNE AVE,STREET,41.811722003,-87.748159606,1143776.0,1874525.0,56,23,8,814,317669
108XX S DOTY AVE E,SMALL RETAIL STORE,41.697726515,-87.594791404,1185943.0,1833308.0,51,10,5,513,602357
034XX W LELAND AVE,VEHICLE NON-COMMERCIAL,41.96656712,-87.714857257,1152448.0,1931014.0,14,33,17,1723,324072
056XX S INDIANA AVE,APARTMENT,41.792316704,-87.620784213,1178559.0,1867716.0,40,20,2,231,567125
083XX S BRANDON AVE,STREET,41.744266357,-87.546676966,1198928.0,1850383.0,46,10,4,424,598661
083XX S KEDZIE AVE,PARKING LOT/GARAGE(NON.RESID.),41.741276643,-87.702165684,1156503.0,1848944.0,70,18,8,834,419647
088XX S ADA ST,RESIDENTIAL YARD (FRONT/BACK),41.733631506,-87.656920122,1168873.0,1846252.0,71,21,22,2222,453732
013XX W OHIO ST,STREET,41.892516124,-87.660061405,1167562.0,1904142.0,24,27,12,1215,536771
031XX N ST LOUIS AVE,RESIDENCE,41.938107112,-87.71490078,1152511.0,1920643.0,21,35,14,1412,238418
029XX W 59TH ST,OTHER,41.78636107,-87.696384906,1157959.0,1865384.0,66,16,8,824,91241
037XX W 65TH ST,RESIDENCE,41.775109071,-87.716428824,1152522.0,1861244.0,65,13,8,833,357111
063XX S CALIFORNIA AVE,STREET,41.778122383,-87.693364774,1158805.0,1862388.0,66,15,8,823,696669
027XX W MARQUETTE RD,SIDEWALK,41.771858089,-87.69107353,1159447.0,1860110.0,66,15,8,831,593092
006XX W WRIGHTWOOD AVE,APARTMENT,41.929241659,-87.644707462,1171635.0,1917558.0,7,43,19,1935,631550
059XX S HALSTED ST,CTA BUS STOP,41.786569368,-87.644956704,1171984.0,1865568.0,68,16,7,712,281112
050XX W CHICAGO AVE,RESIDENCE,41.894951947,-87.752325894,1142435.0,1904846.0,25,28,15,1531,201046
046XX S WOODLAWN AVE,APARTMENT,41.810319119,-87.596844814,1185031.0,1874331.0,39,4,2,222,518194
009XX N HOMAN AVE,STREET,41.898558308,-87.7115359,1153531.0,1906238.0,23,27,11,1121,525832
002XX W 103RD ST,STREET,41.707082916,-87.629944204,1176315.0,1836637.0,49,9,5,511,31942
010XX W IRVING PARK RD,RESIDENCE PORCH/HALLWAY,41.95447566,-87.655472308,1168633.0,1926730.0,3,46,19,1915,393647
0000X S KARLOV AVE,SIDEWALK,41.880414105,-87.72811149,1149065.0,1899594.0,26,28,11,1115,5871
003XX N PULASKI RD,STREET,41.885895967,-87.725815901,1149676.0,1901596.0,26,28,11,1114,468472
061XX N KEDZIE AVE,APARTMENT,41.993273361,-87.709220668,1153910.0,1940757.0,2,50,24,2413,30814
009XX W 65TH ST,RESIDENCE-GARAGE,41.776049191,-87.648871008,1170947.0,1861726.0,68,16,7,723,224995
082XX S BISHOP ST,RESIDENCE,41.744213094,-87.659641602,1168100.0,1850102.0,71,21,6,614,632255
050XX W NORTH AVE,CONVENIENCE STORE,41.909545999,-87.752362567,1142389.0,1910164.0,25,37,25,2533,565535
058XX S CARPENTER ST,RESIDENCE PORCH/HALLWAY,41.788290912,-87.651083918,1170308.0,1866182.0,68,16,7,712,211302
003XX N MENARD AVE,APARTMENT,41.886148491,-87.769967293,1137653.0,1901606.0,25,29,15,1512,452003
034XX W LAWRENCE AVE,CTA BUS,41.968399337,-87.713670197,1152766.0,1931684.0,14,39,17,1712,423294
001XX W 116TH ST,OTHER,41.682493663,-87.626803834,1177246.0,1827684.0,53,34,5,522,448086
011XX N WESTERN AVE,COMMERCIAL / BUSINESS OFFICE,41.901592371,-87.686990697,1160205.0,1907393.0,24,1,12,1212,745554
072XX S STEWART AVE,PARK PROPERTY,41.762996535,-87.634608379,1174876.0,1857001.0,68,17,7,732,111903
003XX N ASHLAND AVE,PARKING LOT/GARAGE(NON.RESID.),41.88661541,-87.667016578,1165685.0,1901977.0,28,27,12,1215,649385
007XX W 127TH ST,APARTMENT,41.663279894,-87.639310648,1173886.0,1820655.0,53,34,5,523,446305
044XX S LAKE PARK AVE,RESIDENTIAL YARD (FRONT/BACK),41.813703492,-87.596523585,1185108.0,1875565.0,39,4,2,222,640776
037XX S WABASH AVE,"SCHOOL, PUBLIC, BUILDING",41.82603063,-87.624857318,1177347.0,1879992.0,35,3,2,213,584060
101XX S LEAVITT ST,RESIDENCE-GARAGE,41.709635683,-87.676882619,1163491.0,1837466.0,72,19,22,2213,258149
040XX S BRIGHTON PL,STREET,41.820421167,-87.691597372,1159172.0,1877805.0,58,12,9,921,432816
011XX E 52ND ST,APARTMENT,41.800896683,-87.599208269,1184416.0,1870892.0,41,4,2,233,130911
032XX N NORMANDY AVE,STREET,41.938916923,-87.793283378,1131183.0,1920794.0,17,36,16,1632,544533
075XX N PAULINA ST,GROCERY FOOD STORE,42.018443373,-87.6729838,1163690.0,1950003.0,1,49,24,2422,268100
007XX N LOTUS AVE,RESIDENTIAL YARD (FRONT/BACK),41.893766014,-87.762088139,1139780.0,1904396.0,25,37,15,1524,153426
049XX W FULLERTON AVE,STREET,41.924196545,-87.74947738,1143138.0,1915508.0,19,31,25,2522,427667
023XX N SHEFFIELD AVE,OTHER,41.924214912,-87.653569578,1169238.0,1915707.0,7,43,18,1812,45234
019XX E 79TH ST,APARTMENT,41.75158177,-87.578034836,1190347.0,1852972.0,43,8,4,414,37966
028XX N KOSTNER AVE,STREET,41.932419063,-87.736822544,1146561.0,1918528.0,20,31,25,2523,259771
037XX W POLK ST,"SCHOOL, PUBLIC, BUILDING",41.870822616,-87.7187477,1151640.0,1896117.0,27,24,11,1133,326
100XX S FOREST AVE,RESIDENCE-GARAGE,41.71206476,-87.616323972,1180019.0,1838483.0,49,9,5,511,497260
026XX W EVERGREEN AVE,APARTMENT,41.905703498,-87.692915092,1158581.0,1908879.0,24,26,14,1423,411216
015XX N KARLOV AVE,RESIDENCE,41.908280659,-87.728921069,1148773.0,1909747.0,23,30,25,2534,592419
054XX W QUINCY ST,RESIDENCE,41.87749995,-87.760253841,1140319.0,1898472.0,25,29,15,1522,19981
